Date,prec_qc,prec_chirps,day,month,year,tmax_qc,tmin_qc,tmean,rhum,sbright
1995-11-16,7.7,10.5217,16,11,1995,21.2,NA,17.1,89,3.7
1995-11-17,3,15.7825,17,11,1995,18.2,NA,15.5,91,0
1995-11-18,12.6,0,18,11,1995,20.6,12.4,16.3,88,5.1
1995-11-19,1.7,10.5217,19,11,1995,20.8,NA,17.1,88,2.7
1995-11-20,0,0,20,11,1995,21.4,NA,17.3,88,7.4
1995-11-21,1.2,28.932,21,11,1995,16.2,15,15.3,93,0
1995-11-22,1,0,22,11,1995,19.8,13,16.2,91,5.5
1995-11-23,2.6,0,23,11,1995,22.8,15,17.5,90,7.6
1995-11-24,1.7,4.822,24,11,1995,20.6,14.4,16.8,86,6.7
1995-11-25,NA,0,25,11,1995,18.4,14.6,15.6,94,4.1
1995-11-26,NA,0,26,11,1995,20.6,NA,15.9,92,4.8
1995-11-27,0,0,27,11,1995,21.2,NA,16.9,86,5.9
1995-11-28,0,0,28,11,1995,21.6,13.4,17.3,87,7
1995-11-29,0,0,29,11,1995,22.4,13,17.3,88,7.7
1995-11-30,0,0,30,11,1995,22.2,13.4,17.2,91,7
1995-12-01,0,0,1,12,1995,21.8,14.2,17,88,5.7
1995-12-02,20,13.0041,2,12,1995,21.6,13.4,16.9,91,3.6
1995-12-03,10.7,13.0041,3,12,1995,NA,15,15.6,95,1.9
1995-12-04,3.2,13.0041,4,12,1995,NA,13,15.8,88,3.5
1995-12-05,1.3,0,5,12,1995,18.4,13.4,15.6,94,1.2
1995-12-06,46.5,0,6,12,1995,20.2,12,15.9,91,4.3
1995-12-07,3,14.8497,7,12,1995,NA,NA,15,93,0
1995-12-08,0,0,8,12,1995,20.8,12.4,16.5,91,6.1
1995-12-09,0.5,0,9,12,1995,21.4,12.6,16.8,91,8.2
1995-12-10,1.3,44.5491,10,12,1995,20.6,12.4,15.9,90,1.5
1995-12-11,0.3,9.3664,11,12,1995,19.4,12.2,14.9,93,4.9
1995-12-12,6,0,12,12,1995,19.8,12.8,15.6,93,6.3
1995-12-13,5.7,9.8403,13,12,1995,19.6,14,15.9,93,3.2
1995-12-14,3.8,15.304,14,12,1995,19.4,13.6,15.4,94,2
1995-12-15,10.5,9.8403,15,12,1995,20.4,13.4,16.4,89,4.8
1995-12-16,0.5,15.5377,16,12,1995,19.8,14.2,15.8,96,1.4
1995-12-17,11,15.5377,17,12,1995,21,13.6,16.7,88,0
1995-12-18,0,5.1792,18,12,1995,19.6,14,16.5,93,2.3
1995-12-19,13.4,0,19,12,1995,20,14.2,16.2,93,0.6
1995-12-20,7.1,5.1792,20,12,1995,22.4,12,17,84,4
1995-12-21,13.1,46.6906,21,12,1995,17.8,14.8,15.3,93,0.2
1995-12-22,8.8,0,22,12,1995,21,11.2,15.6,87,6.3
1995-12-23,12.7,0,23,12,1995,21.2,14,16.3,90,4.7
1995-12-24,9.3,0,24,12,1995,20.8,13.2,17.8,91,3.4
1995-12-25,6.2,0,25,12,1995,NA,NA,17,85,5.2
1995-12-26,0.1,0,26,12,1995,20.6,NA,16.2,93,5.9
1995-12-27,0,0,27,12,1995,21.6,14,17,88,6.3
1995-12-28,5.3,21.3443,28,12,1995,20.2,15,15.6,90,4.2
1995-12-29,4,0,29,12,1995,19.8,13.2,15.6,91,5.8
1995-12-30,0,0,30,12,1995,NA,13.6,16.4,88,6.7
1995-12-31,1,0,31,12,1995,NA,13.4,16.6,89,7
1996-01-01,0,0,1,1,1996,21,12.6,16.2,90,5.6
1996-01-02,0,0,2,1,1996,20.8,13,16.1,93,7.1
1996-01-03,0,0,3,1,1996,21.6,14.4,17.3,89,6.9
1996-01-04,17,0,4,1,1996,22,14.2,17.1,89,5.1
1996-01-05,20.4,0,5,1,1996,22.4,11.8,16.4,90,7.6
1996-01-06,0,0,6,1,1996,21.8,14.2,16.9,81,6.9
1996-01-07,0,0,7,1,1996,19.2,13,15.5,93,4.9
1996-01-08,0,0,8,1,1996,21.6,13.8,17.3,84,6.4
1996-01-09,0,0,9,1,1996,22.2,12.4,17,81,6.1
1996-01-10,0,16.343,10,1,1996,21.4,NA,16.9,90,6.4
1996-01-11,0,0,11,1,1996,21.6,NA,17.1,90,6.6
1996-01-12,0,25.5323,12,1,1996,NA,14.8,16.6,89,1.2
1996-01-13,2,0,13,1,1996,NA,12.8,15,89,2.9
1996-01-14,0.4,8.5108,14,1,1996,21.8,11.4,15.9,84,6.6
1996-01-15,0.7,8.5108,15,1,1996,20.4,14,16.2,93,1.5
1996-01-16,1.8,0,16,1,1996,19.8,14.2,16.6,90,2.9
1996-01-17,4.9,61.7092,17,1,1996,21,12.2,15.6,90,4
1996-01-18,7.9,0,18,1,1996,16.8,13.6,15.2,94,0.3
1996-01-19,12.6,0,19,1,1996,19.6,12.6,15.4,92,4.7
1996-01-20,37.4,0,20,1,1996,19.8,13.4,15.9,86,3.9
1996-01-21,9,0,21,1,1996,19.2,12.6,15.2,88,1.5
1996-01-22,3.4,0,22,1,1996,18,13,15.6,91,3.4
1996-01-23,3.6,0,23,1,1996,20.4,12,16.2,90,4.8
1996-01-24,0,0,24,1,1996,20,13.8,16.4,89,2
1996-01-25,4.3,22.3393,25,1,1996,18.4,14.4,15.2,93,1.9
1996-01-26,0,0,26,1,1996,NA,13.2,16.5,93,6.8
1996-01-27,10.8,1.4211,27,1,1996,NA,11.6,16.5,86,7.2
1996-01-28,14.5,4.3511,28,1,1996,17.8,13.6,15.3,93,0.8
1996-01-29,34,2.846,29,1,1996,19.4,13,16.1,88,5.3
1996-01-30,9.1,2.2195,30,1,1996,20,11.2,15.6,89,3.7
1996-01-31,2,5.436,31,1,1996,20.8,13.2,15.5,91,3.2
1996-02-01,33,0,1,2,1996,20,13,15.9,92,5.2
1996-02-02,7.8,0,2,2,1996,19.8,14,16.1,92,6.1
1996-02-03,24.7,0,3,2,1996,NA,14.6,16.1,93,2.1
1996-02-04,2,22.889,4,2,1996,NA,13.8,15.2,95,1.3
1996-02-05,6.6,0,5,2,1996,20.6,13.4,15.9,88,6.3
1996-02-06,3.8,16.8143,6,2,1996,17.6,12.8,14.7,92,4
1996-02-07,2.5,0,7,2,1996,18,13.2,16.1,87,1.4
1996-02-08,1.6,0,8,2,1996,19,13.6,15.3,96,1.8
1996-02-09,2,0,9,2,1996,20.2,12.8,16.4,91,4.4
1996-02-10,13.8,0,10,2,1996,NA,13.6,16,93,3
1996-02-11,0,0,11,2,1996,NA,14.2,16.8,90,2.6
1996-02-12,0,6.5149,12,2,1996,23.4,13.8,17.5,91,7.6
1996-02-13,0,0,13,2,1996,23.6,14.4,17.9,90,7.3
1996-02-14,0,0,14,2,1996,21.6,12,16.3,88,8.3
1996-02-15,0,0,15,2,1996,21.8,14.8,17,90,5.5
1996-02-16,1.3,7.5918,16,2,1996,20.6,15,16.7,91,3.1
1996-02-17,11,7.5918,17,2,1996,19.2,13.8,15.7,87,1.2
1996-02-18,0,0,18,2,1996,21.2,NA,16.1,88,5
1996-02-19,0,0,19,2,1996,22.4,14.2,17.3,90,8.1
1996-02-20,0,3.7959,20,2,1996,23.2,14.4,18.1,85,7.9
1996-02-21,2.3,4.0955,21,2,1996,21,14,17.8,95,3.8
1996-02-22,9.7,8.191,22,2,1996,20,13.4,16,92,1.4
1996-02-23,0,0,23,2,1996,21.2,12.2,16.1,88,7.8
1996-02-24,0,0,24,2,1996,22.4,14,NA,NA,6.5
1996-02-25,0.2,8.191,25,2,1996,22.8,13.6,18.3,83,8.3
1996-02-26,19.6,11.7709,26,2,1996,22,14,17.7,88,6.2
1996-02-27,45.8,41.198,27,2,1996,NA,15,16.6,90,0
1996-02-28,25.1,0,28,2,1996,NA,14.2,16.6,92,5.8
1996-02-29,5.7,11.7709,29,2,1996,19.6,14,16.1,89,2.6
1996-03-01,14.7,25.6563,1,3,1996,20.6,14.4,16.4,90,4.4
1996-03-02,1.3,25.6563,2,3,1996,19.2,13.2,16.3,89,0.4
1996-03-03,14.2,25.6563,3,3,1996,21.8,12.6,16.8,87,6.3
1996-03-04,2.5,0,4,3,1996,20.2,15.2,16.9,89,1.3
1996-03-05,23.3,25.6563,5,3,1996,18,15,16.1,93,0
1996-03-06,27,0,6,3,1996,18.8,14.6,16.1,92,0.9
1996-03-07,6.3,0,7,3,1996,21.2,13.4,16.3,94,5.6
1996-03-08,1.5,0,8,3,1996,20.4,14,16.8,91,4
1996-03-09,14.3,0,9,3,1996,21.4,14.8,17.4,90,3.8
1996-03-10,2.1,0,10,3,1996,17.4,14.6,15.8,92,0
1996-03-11,2.5,0,11,3,1996,16.8,14,14.2,94,0
1996-03-12,0,0,12,3,1996,20.6,13,16.4,85,0
1996-03-13,0,0,13,3,1996,21.4,NA,16.7,84,5.4
1996-03-14,0,0,14,3,1996,21.6,NA,16.6,88,7.6
1996-03-15,5.3,0,15,3,1996,NA,NA,15.4,92,0
1996-03-16,14.6,0,16,3,1996,20,13.2,15.6,90,5.1
1996-03-17,0.1,0,17,3,1996,19.6,13,16.3,89,4.2
1996-03-18,0,0,18,3,1996,21.4,NA,17,90,8
1996-03-19,15.2,0,19,3,1996,23.2,NA,17.3,86,8
1996-03-20,2.5,41.0608,20,3,1996,22,14.2,17.3,86,6.6
1996-03-21,0.1,6.8855,21,3,1996,18.6,13,15.5,92,4.4
1996-03-22,0,8.3008,22,3,1996,21.4,14.2,17.1,85,4.7
1996-03-23,1.3,8.8624,23,3,1996,NA,12.6,17,88,5.9
1996-03-24,0,6.9978,24,3,1996,NA,14.4,16.8,89,1.8
1996-03-25,2.4,3.4034,25,3,1996,21,14.6,16.3,92,2.5
1996-03-26,0,8.3201,26,3,1996,22.4,NA,17.6,81,0.1
1996-03-27,1,15.325,27,3,1996,24,NA,18.1,80,0
1996-03-28,1.8,7.7768,28,3,1996,22.2,15,17.2,89,6.5
1996-03-29,22.4,11.7653,29,3,1996,21.2,13.6,16.5,92,5.8
1996-03-30,5.2,8.363,30,3,1996,21,14.2,16.7,90,3.5
1996-03-31,1.1,10.6932,31,3,1996,21.2,14.6,16.4,95,2.9
1996-04-01,0,0,1,4,1996,21,13.8,17,91,5.1
1996-04-02,60.6,16.8501,2,4,1996,21.6,15,17.6,89,3.7
1996-04-03,1.7,42.1252,3,4,1996,18.6,13.2,16,88,2.4
1996-04-04,31.3,8.425,4,4,1996,21.8,13,17.3,92,6.5
1996-04-05,1.4,25.2751,5,4,1996,21.6,13.4,16.7,90,0
1996-04-06,0,6.5259,6,4,1996,23,12.8,18.3,84,8
1996-04-07,0,32.6295,7,4,1996,20.4,13.8,16.6,87,0
1996-04-08,28.5,0,8,4,1996,21.6,14.2,17.3,91,5.4
1996-04-09,4,6.5259,9,4,1996,NA,13.8,16.3,90,5
1996-04-10,0,0,10,4,1996,NA,13.2,16.5,94,4.3
1996-04-11,24.7,0,11,4,1996,NA,NA,16.8,90,5.7
1996-04-12,0.6,10.1893,12,4,1996,21,NA,16,90,2.4
1996-04-13,0,0,13,4,1996,21.4,14.2,17,87,7.4
1996-04-14,0,30.5678,14,4,1996,19.8,15,15.4,96,0.4
1996-04-15,2.8,0,15,4,1996,20.8,12.4,16.5,86,4.7
1996-04-16,2.7,0,16,4,1996,21.6,13,17.1,87,5.4
1996-04-17,0.3,0,17,4,1996,19.8,14.2,16.9,89,7.7
1996-04-18,3.2,0,18,4,1996,20.4,15,16.6,87,4.1
1996-04-19,0,0,19,4,1996,20,12.2,16.4,88,4.6
1996-04-20,0.7,0,20,4,1996,20.2,13.6,16.9,86,2.9
1996-04-21,0.5,10.1344,21,4,1996,NA,13.2,16.3,88,6.7
1996-04-22,8.4,0,22,4,1996,NA,13,16.9,91,4.6
1996-04-23,6.5,30.4031,23,4,1996,NA,13.4,16.2,90,3.4
1996-04-24,NA,0,24,4,1996,20.8,14,16.6,84,2.7
1996-04-25,NA,0,25,4,1996,21.2,13.6,16.5,90,6.2
1996-04-26,0,6.9372,26,4,1996,20.6,15.2,17.5,89,8.6
1996-04-27,16.2,11.305,27,4,1996,21.8,14.4,17.3,90,5.1
1996-04-28,0.3,16.161,28,4,1996,19.8,14.2,16.5,91,0
1996-04-29,22.7,9.9176,29,4,1996,20.8,13.4,17.1,85,4.2
1996-04-30,10.6,13.0264,30,4,1996,21.6,NA,16.5,88,4.4
1996-05-01,0.2,4.7979,1,5,1996,21.2,14.2,16.6,91,3.2
1996-05-02,0,4.7979,2,5,1996,22.8,13,17.6,90,5.3
1996-05-03,2,9.5958,3,5,1996,NA,NA,NA,NA,0.2
1996-05-04,7.3,4.7979,4,5,1996,21.6,13,18.1,83,4.8
1996-05-05,13.5,4.7979,5,5,1996,22.8,14.8,18.4,88,3.7
1996-05-06,5,25.989,6,5,1996,20.6,15.2,16.9,89,0.4
1996-05-07,20.7,0,7,5,1996,21.4,14.2,16.8,92,3.3
1996-05-08,0,4.3315,8,5,1996,20.6,13.8,16.8,92,5.5
1996-05-09,8.8,4.3315,9,5,1996,23.8,14.4,18.4,85,9.2
1996-05-10,2.4,17.326,10,5,1996,22.8,15,18.9,86,7.4
1996-05-11,39.1,15.6823,11,5,1996,23.2,14.2,18.4,88,5.1
1996-05-12,2.2,40.2445,12,5,1996,18,14,15.6,92,0
1996-05-13,1.2,6.4766,13,5,1996,21,13.8,16.7,89,5.2
1996-05-14,0,7.6986,14,5,1996,21.6,15.2,17.5,88,7.6
1996-05-15,8.4,7.719,15,5,1996,20.2,15.4,16.4,91,3.2
1996-05-16,10,27.5729,16,5,1996,19.6,13.2,15.6,93,2.1
1996-05-17,4.4,0,17,5,1996,20.2,14,16.6,90,3
1996-05-18,33.8,0,18,5,1996,21.6,12.2,17.6,87,9.4
1996-05-19,12.5,0,19,5,1996,NA,14.8,15.3,95,0.2
1996-05-20,19,13.7864,20,5,1996,NA,12.2,14.4,96,0.3
1996-05-21,0,0,21,5,1996,22,10.8,16.8,85,9.1
1996-05-22,7.5,0,22,5,1996,21.6,14.6,16.7,92,4.9
1996-05-23,0,30.0399,23,5,1996,20.8,13.6,16.1,87,6.2
1996-05-24,4.4,0,24,5,1996,19.4,13,16.8,90,3.7
1996-05-25,6.5,22.5299,25,5,1996,21.6,14,16.7,89,2.3
1996-05-26,31.6,16.6386,26,5,1996,18.6,12.2,14.9,93,3.6
1996-05-27,0.2,16.6386,27,5,1996,22.2,13.2,17,90,8.3
1996-05-28,33,16.6386,28,5,1996,21.4,13.8,17.2,90,6.4
1996-05-29,22.3,24.9579,29,5,1996,20.2,NA,15.9,90,4.9
1996-05-30,15,0,30,5,1996,19,NA,15.4,88,5.6
1996-05-31,0.3,8.3193,31,5,1996,21.8,NA,16.8,88,7.6
1996-06-01,5.5,13.833,1,6,1996,20.6,14.8,16.7,87,6.5
1996-06-02,0.5,20.7495,2,6,1996,21.6,13,15.8,86,4.7
1996-06-03,8.7,6.9165,3,6,1996,20.6,12.8,16.4,88,5
1996-06-04,14.6,20.7495,4,6,1996,21.2,NA,16,93,4.4
1996-06-05,1.2,13.833,5,6,1996,20.4,NA,16.5,92,5.1
1996-06-06,18.4,6.5333,6,6,1996,22.8,14.4,17.9,84,7.6
1996-06-07,0.2,26.1331,7,6,1996,21.6,14.6,17.1,85,5.7
1996-06-08,0,0,8,6,1996,23.4,12.6,17.6,84,9.4
1996-06-09,0,0,9,6,1996,24.4,12.4,18.4,80,9.1
1996-06-10,18,13.0665,10,6,1996,22.2,13.4,17.7,89,5.6
1996-06-11,18.9,13.2649,11,6,1996,21.2,12.6,16.9,86,4.9
1996-06-12,0.3,0,12,6,1996,20.2,14.4,16.5,91,2.2
1996-06-13,5.5,4.4216,13,6,1996,21.4,14.2,17.6,89,7.2
1996-06-14,1,13.2649,14,6,1996,21.2,13.6,17.4,83,6.4
1996-06-15,6.3,8.8432,15,6,1996,20,14,16.6,88,4.2
1996-06-16,21.5,11.452,16,6,1996,20.4,15.2,16.7,91,3.8
1996-06-17,15.6,22.9041,17,6,1996,19.4,NA,16.1,93,1.3
1996-06-18,0.5,11.452,18,6,1996,19.6,NA,16,92,0.8
1996-06-19,23.4,0,19,6,1996,21.6,13,17.1,86,6.4
1996-06-20,7.4,22.9041,20,6,1996,20.4,14.2,16.9,86,6.6
1996-06-21,9,5.9311,21,6,1996,20.6,13.8,17,94,3.6
1996-06-22,19,11.8623,22,6,1996,22.8,12.8,17.3,89,6.5
1996-06-23,7.7,11.8623,23,6,1996,NA,15,18.1,88,6
1996-06-24,32.7,5.9311,24,6,1996,NA,12.8,17.3,82,8.3
1996-06-25,0,29.6557,25,6,1996,17,14,15.4,91,0
1996-06-26,19,0,26,6,1996,19.8,12.4,15.6,88,5.1
1996-06-27,13.5,0,27,6,1996,NA,11.4,15.5,89,1.7
1996-06-28,0.7,46.6917,28,6,1996,NA,13.4,15.6,90,2.8
1996-06-29,10.6,0,29,6,1996,20.4,13.8,16.5,96,5.9
1996-06-30,24,35.0188,30,6,1996,NA,14,16.6,92,2
1996-07-01,18.4,29.3498,1,7,1996,NA,13,15.9,90,5.6
1996-07-02,0.4,48.9164,2,7,1996,18.4,13.6,14.9,94,1.8
1996-07-03,19,0,3,7,1996,19.8,13,15.5,88,5.2
1996-07-04,13.4,0,4,7,1996,20.4,12.6,16.1,90,8.9
1996-07-05,9.3,9.7833,5,7,1996,21.2,14.2,16.8,88,6.2
1996-07-06,23.6,0,6,7,1996,19.2,13,15.7,90,5
1996-07-07,1.6,18.9326,7,7,1996,20.4,12.4,16.1,87,5
1996-07-08,20,0,8,7,1996,20.6,14.2,16.8,90,8.7
1996-07-09,0.2,37.8653,9,7,1996,21,10,15.8,86,4.7
1996-07-10,9.6,0,10,7,1996,20,13.2,16.3,93,7.7
1996-07-11,38.6,19.3828,11,7,1996,20.4,12,15.9,88,8
1996-07-12,0.5,29.0742,12,7,1996,17.4,13.2,15.6,91,5.9
1996-07-13,33.5,0,13,7,1996,21.6,13.8,16.7,87,6.3
1996-07-14,1.4,19.3828,14,7,1996,22,NA,16.6,89,1.8
1996-07-15,9.6,0,15,7,1996,21,NA,16.8,94,7.6
1996-07-16,3.6,0,16,7,1996,20.4,13.8,16,93,3.2
1996-07-17,0,15.6812,17,7,1996,23.6,12.6,17.6,81,7.7
1996-07-18,0,0,18,7,1996,NA,11.4,17.2,82,7.3
1996-07-19,5.4,15.6812,19,7,1996,21.8,12.6,16.6,86,7.4
1996-07-20,23.6,0,20,7,1996,21.6,15,16.9,91,4.6
1996-07-21,9,3.542,21,7,1996,23.6,12.6,16.8,83,7.5
1996-07-22,0,17.7099,22,7,1996,22.4,13.2,17.1,86,6.1
1996-07-23,0.3,14.1679,23,7,1996,20.4,14,17,86,8.2
1996-07-24,0,0,24,7,1996,22.4,14.6,17.5,87,6.9
1996-07-25,1.2,0,25,7,1996,21.4,NA,17.1,90,5.6
1996-07-26,4.6,14.3434,26,7,1996,18.8,NA,15.6,91,1.6
1996-07-27,14.6,0,27,7,1996,21.4,12.4,16.1,87,8.3
1996-07-28,0.2,7.1717,28,7,1996,18.6,13,15.3,93,2.5
1996-07-29,0,0,29,7,1996,23,12.4,17,86,9.4
1996-07-30,1,14.3434,30,7,1996,22.6,13.4,16.1,88,7.3
1996-07-31,0,7.1717,31,7,1996,23.6,12.2,17.4,82,9.3
1996-08-01,3.7,0,1,8,1996,23.4,12.8,18.4,84,8.4
1996-08-02,32.6,22.8382,2,8,1996,21.6,11.8,16.1,87,8.1
1996-08-03,15.8,0,3,8,1996,22,NA,17,88,6.2
1996-08-04,2,22.8382,4,8,1996,21,NA,16.7,88,5
1996-08-05,6.5,0,5,8,1996,22.2,NA,16.9,90,8.2
1996-08-06,39.5,11.8417,6,8,1996,NA,15.2,16.4,91,2.2
1996-08-07,0,11.8417,7,8,1996,20.8,14,16.6,87,2.1
1996-08-08,2.8,0,8,8,1996,21,10.8,16.1,89,9.5
1996-08-09,22.2,0,9,8,1996,21.6,12.4,16.2,84,9.6
1996-08-10,4,47.3668,10,8,1996,19,12,14.8,90,4.5
1996-08-11,1,0,11,8,1996,21.8,NA,16.1,83,6.9
1996-08-12,0,0,12,8,1996,NA,NA,17,86,8.7
1996-08-13,1.5,0,13,8,1996,NA,11.8,16.8,87,9.5
1996-08-14,0,11.3914,14,8,1996,23.4,13.4,17.4,81,8.4
1996-08-15,0,0,15,8,1996,20.4,12.4,16.6,89,2.7
1996-08-16,1.9,0,16,8,1996,21.2,12.2,16.1,86,8
1996-08-17,1.2,5.6681,17,8,1996,19,13.4,17.4,81,7.1
1996-08-18,6,5.6681,18,8,1996,21,13,16.3,87,3.1
1996-08-19,13.6,11.3362,19,8,1996,20.2,NA,16.5,92,6.1
1996-08-20,0,12.9557,20,8,1996,19.2,NA,15.1,92,6.4
1996-08-21,7,12.5117,21,8,1996,21.4,NA,15.9,89,7.4
1996-08-22,0,11.0354,22,8,1996,NA,NA,15.7,88,8
1996-08-23,0.9,12.5486,23,8,1996,NA,13.2,16.6,87,8.6
1996-08-24,20.5,14.1357,24,8,1996,21.4,13.4,16.6,87,5.9
1996-08-25,8.2,9.0055,25,8,1996,19,NA,16.1,90,5.9
1996-08-26,0,13.0921,26,8,1996,20.2,NA,15.6,92,2.5
1996-08-27,0,0,27,8,1996,20,13,16,88,6.4
1996-08-28,2,0,28,8,1996,22.2,12,16.6,88,9.7
1996-08-29,21.5,0,29,8,1996,21.8,15.4,17.8,85,6.4
1996-08-30,0,39.2762,30,8,1996,21,12.4,16,86,5.5
1996-08-31,19.8,0,31,8,1996,22,13,17.1,86,6.3
1996-09-01,1.8,12.0353,1,9,1996,19.8,13.6,16.5,90,5.7
1996-09-02,18,21.0617,2,9,1996,20,14,16.7,86,3.7
1996-09-03,2.6,10.5309,3,9,1996,20.6,13.2,16.4,89,6.1
1996-09-04,19.2,0,4,9,1996,21,13.4,16.5,83,7.8
1996-09-05,8.9,0,5,9,1996,20,NA,16.1,91,6.4
1996-09-06,0,6.3615,6,9,1996,22,NA,16.7,90,5.2
1996-09-07,0,3.1807,7,9,1996,20,NA,15.6,91,6.6
1996-09-08,1.6,3.1807,8,9,1996,21.2,NA,17.1,85,5.8
1996-09-09,0,3.6351,9,9,1996,23.4,NA,17.5,86,8.8
1996-09-10,0,6.3615,10,9,1996,21,15.6,17.5,87,7.9
1996-09-11,9.2,6.4993,11,9,1996,22,14,17.7,89,7.4
1996-09-12,0.5,7.4278,12,9,1996,22.8,13,17.7,83,5.7
1996-09-13,0,0,13,9,1996,22.6,13.2,17.2,88,9
1996-09-14,18,12.9986,14,9,1996,22,15.2,18.1,87,5.8
1996-09-15,1.4,12.9986,15,9,1996,20.4,13.6,17,89,4
1996-09-16,6.3,15.7987,16,9,1996,20,15,16.8,89,4.6
1996-09-17,0,0,17,9,1996,22,14.4,17.4,86,5.5
1996-09-18,0,0,18,9,1996,22.8,NA,17.9,87,7.1
1996-09-19,8,6.9119,19,9,1996,20.4,NA,15.4,89,1.9
1996-09-20,13.9,20.7358,20,9,1996,20.6,12,16.2,87,8.6
1996-09-21,0,7.0593,21,9,1996,21,13.2,17,89,5.2
1996-09-22,0,0,22,9,1996,23.2,12.8,17.8,83,8.3
1996-09-23,1.5,0,23,9,1996,21.8,12.4,17,83,5
1996-09-24,0.2,30.8843,24,9,1996,NA,13.4,15.1,91,0
1996-09-25,9,0,25,9,1996,21,12.2,16,87,4.3
1996-09-26,0,0,26,9,1996,22.4,13.6,16.8,86,7.6
1996-09-27,4.8,14.1862,27,9,1996,NA,13.4,15.7,91,1.4
1996-09-28,10.5,0,28,9,1996,NA,13,16.4,88,2
1996-09-29,16.1,14.1862,29,9,1996,19.6,13.8,16.3,89,2.5
1996-09-30,28.6,14.1862,30,9,1996,20.8,14.2,16.5,90,5
1996-10-01,5,32.9065,1,10,1996,20.2,13.8,16.5,88,5.4
1996-10-02,7.6,0,2,10,1996,21,14.4,17,82,5.9
1996-10-03,0,10.9688,3,10,1996,19.4,13.2,15.8,87,2.2
1996-10-04,7.7,0,4,10,1996,19,13,15.1,86,2.5
1996-10-05,2.8,0,5,10,1996,20.2,12.6,16.4,90,8.1
1996-10-06,14.2,42.5354,6,10,1996,20,14,16.7,88,2.5
1996-10-07,0.2,0,7,10,1996,19.6,13,15.5,90,2.1
1996-10-08,41.6,0,8,10,1996,21.4,12.2,16.3,90,8.2
1996-10-09,0.6,0,9,10,1996,19,NA,15.8,92,2.2
1996-10-10,17.2,14.1785,10,10,1996,18.6,NA,15.4,92,0.5
1996-10-11,6.4,0,11,10,1996,19.2,13,14.8,93,5.8
1996-10-12,13.6,0,12,10,1996,NA,12.6,16.4,85,7.7
1996-10-13,23.4,67.888,13,10,1996,20.4,13.8,16.3,90,3.8
1996-10-14,8.2,0,14,10,1996,22.5,13.2,15.7,86,4.3
1996-10-15,29.6,0,15,10,1996,19,11.8,15.1,93,3.6
1996-10-16,1.4,0,16,10,1996,20.2,13.4,16.4,89,4.3
1996-10-17,1.2,0,17,10,1996,20.4,NA,16.3,90,6.7
1996-10-18,24.2,48.0337,18,10,1996,16,NA,14.6,96,0.5
1996-10-19,3.1,0,19,10,1996,20.4,11.2,16,86,6.8
1996-10-20,15,0,20,10,1996,20.6,13.6,16.3,92,6.1
1996-10-21,4.7,0,21,10,1996,22,13.4,16.8,85,6.8
1996-10-22,27.7,16.9156,22,10,1996,NA,14.6,16,91,3.2
1996-10-23,1.2,16.9156,23,10,1996,NA,12.4,16.4,89,5.9
1996-10-24,4.5,0,24,10,1996,20.8,NA,17,90,6.9
1996-10-25,0.7,22.5541,25,10,1996,22.6,NA,16.9,89,7.8
1996-10-26,17.2,10.495,26,10,1996,21.4,13.4,17.4,89,6.6
1996-10-27,19.2,31.485,27,10,1996,19.8,NA,16.3,92,5.2
1996-10-28,4.5,10.495,28,10,1996,18,NA,16,86,0
1996-10-29,1.5,0,29,10,1996,21.2,NA,16.6,90,6
1996-10-30,5.8,10.495,30,10,1996,22,NA,17.3,89,7.1
1996-10-31,0,20.99,31,10,1996,20.4,14,17,87,6.6
1996-11-01,19.4,12.312,1,11,1996,21.8,14.6,17.4,88,6.5
1996-11-02,0,24.6239,2,11,1996,20.8,14.4,16.7,87,6.1
1996-11-03,20.6,0,3,11,1996,21.6,13.8,16.9,89,6.7
1996-11-04,0,18.4679,4,11,1996,21.4,14.8,17.3,88,5.8
1996-11-05,0,0,5,11,1996,NA,15.4,18.4,87,7.6
1996-11-06,7.3,0,6,11,1996,NA,NA,17.9,90,5.3
1996-11-07,7.1,49.3955,7,11,1996,16,NA,15.1,94,0
1996-11-08,23,0,8,11,1996,20,11.6,16.3,89,5.1
1996-11-09,1.3,0,9,11,1996,19.8,13.4,15.9,90,2.7
1996-11-10,1.6,0,10,11,1996,21,13.6,16.5,91,5
1996-11-11,6.1,16.5684,11,11,1996,20,14.4,16.6,93,3
1996-11-12,19,22.0911,12,11,1996,21.2,15.2,17.4,91,6.6
1996-11-13,0.5,5.5228,13,11,1996,20.6,13.8,16.4,91,4
1996-11-14,5.4,16.5684,14,11,1996,19.4,14,15.4,84,2
1996-11-15,0.5,5.5228,15,11,1996,18.6,12.6,15.7,89,4
1996-11-16,0,0,16,11,1996,20,12,14.9,89,4.4
1996-11-17,3.3,0,17,11,1996,NA,12.2,15.7,89,6.5
1996-11-18,1.2,0,18,11,1996,NA,13.6,15.6,85,4.8
1996-11-19,7.8,0,19,11,1996,20.6,NA,15.2,80,8.7
1996-11-20,0.3,0,20,11,1996,18,12,14.6,84,8.5
1996-11-21,0,0,21,11,1996,18.8,10.4,14.6,86,8.7
1996-11-22,0,0,22,11,1996,19.4,10.2,15.1,82,6.1
1996-11-23,3.1,0,23,11,1996,20.4,13.4,15.9,88,5
1996-11-24,0.5,0,24,11,1996,21,14,16.3,89,5
