Date,prec_qc,prec_chirps,day,month,year,tmax_qc,tmin_qc,tmean,rhum,sbright
1989-03-25,0,3.7949,25,3,1989,20.4,10,15.6,87,6
1989-03-26,2.3,6.1579,26,3,1989,16,12.2,NA,NA,1.3
1989-03-27,12.2,6.1123,27,3,1989,18.6,11.8,15,87,5.4
1989-03-28,2.8,6.6825,28,3,1989,17,12.2,14.7,85,0
1989-03-29,0,7.8685,29,3,1989,20.6,10.8,15.8,77,8.5
1989-03-30,0,0,30,3,1989,20.8,9.6,15.6,81,9.2
1989-03-31,3.2,0,31,3,1989,19.2,11.6,15.4,NA,4.4
1989-04-01,0,0,1,4,1989,20,12.2,16.3,86,5.8
1989-04-02,0.7,8.4475,2,4,1989,21.6,13.2,NA,NA,6.5
1989-04-03,1.9,7.1522,3,4,1989,20,13.6,16,91,5.6
1989-04-04,26.4,8.3349,4,4,1989,22.4,13.2,NA,NA,7.5
1989-04-05,0.5,7.8843,5,4,1989,20.2,12.8,16.1,91,1.9
1989-04-06,0,0,6,4,1989,22.6,12,17.6,78,8.9
1989-04-07,0.1,0,7,4,1989,23,13,17.9,76,9.5
1989-04-08,0,8.7913,8,4,1989,22.4,13.6,17.8,81,7.3
1989-04-09,8.4,13.1869,9,4,1989,19.4,13.4,NA,NA,2.7
1989-04-10,0,0,10,4,1989,19.6,13.2,16.3,89,2.4
1989-04-11,0.2,4.402,11,4,1989,22.2,12.6,17.7,88,7
1989-04-12,0,5.857,12,4,1989,21.2,14.4,16.7,90,4
1989-04-13,0,6.0912,13,4,1989,22,13,17.3,86,4.5
1989-04-14,13.5,5.2281,14,4,1989,20.8,12.2,16.8,90,4
1989-04-15,0,2.8483,15,4,1989,20,13,17,90,3.9
1989-04-16,6,0,16,4,1989,20.8,NA,16.6,89,8.4
1989-04-17,0,0,17,4,1989,23.2,NA,18,NA,9.4
1989-04-18,0,0,18,4,1989,22.6,NA,17.5,NA,9.4
1989-04-19,16.7,11.1176,19,4,1989,21.4,NA,NA,NA,7.2
1989-04-20,0.2,19.4557,20,4,1989,20,14,16.9,90,3.7
1989-04-21,10.8,8.3135,21,4,1989,21.4,12.6,17.7,84,5.8
1989-04-22,15.6,14.0777,22,4,1989,NA,14,17.5,89,4.4
1989-04-23,2.7,5.0136,23,4,1989,21.6,13.8,NA,NA,5.5
1989-04-24,0.8,3.2574,24,4,1989,22.4,14.2,NA,NA,8.1
1989-04-25,0,9.3474,25,4,1989,21.4,12,17.4,87,5.1
1989-04-26,14.2,20.937,26,4,1989,22,14.4,17.6,82,3.4
1989-04-27,25.2,13.5884,27,4,1989,20.6,11.6,16.9,86,7.1
1989-04-28,11.4,10.3396,28,4,1989,20,12.6,NA,NA,4.5
1989-04-29,4,16.5794,29,4,1989,20.2,13.8,17,90,4.4
1989-04-30,13,14.6456,30,4,1989,21,12.6,NA,NA,8.6
1989-05-01,27.6,48.6723,1,5,1989,19.2,13.4,16.1,90,1.5
1989-05-02,0,6.9452,2,5,1989,19.8,11,16,84,2.9
1989-05-03,0,5.4093,3,5,1989,21,12.6,16.9,85,6.9
1989-05-04,0,8.3365,4,5,1989,20.4,13,16,90,6.2
1989-05-05,6.7,5.988,5,5,1989,19.8,12.2,16.4,89,7.3
1989-05-06,0.6,14.2047,6,5,1989,21,NA,16.7,83,5.1
1989-05-07,38.6,29.176,7,5,1989,19.4,NA,15.8,91,4
1989-05-08,6.7,18.8685,8,5,1989,17.8,12.2,14.9,93,0.1
1989-05-09,13.6,5.75,9,5,1989,20.4,12.4,15.8,89,2.5
1989-05-10,19.8,14.1621,10,5,1989,19,12.6,16.9,85,3
1989-05-11,17.2,14.0699,11,5,1989,21.4,11.2,16.9,85,8.4
1989-05-12,10.5,8.4996,12,5,1989,20,12.2,NA,NA,6
1989-05-13,0,8.9701,13,5,1989,17.6,12.4,15.4,91,2.3
1989-05-14,7.7,9.2585,14,5,1989,NA,13.6,16.3,89,6.9
1989-05-15,3.4,7.8014,15,5,1989,21,12,16.3,91,5.7
1989-05-16,0,0,16,5,1989,22.8,11,18.1,76,9.6
1989-05-17,0,4.3037,17,5,1989,21.8,12.2,17.6,87,7.5
1989-05-18,5.7,6.0085,18,5,1989,21.2,11.8,16.7,88,0.2
1989-05-19,2.4,13.0509,19,5,1989,21.4,14,16.8,87,3.4
1989-05-20,1.2,10.1445,20,5,1989,23.2,13,18.1,84,8.2
1989-05-21,0,7.5629,21,5,1989,21.6,11.2,NA,NA,9.5
1989-05-22,16.2,13.8271,22,5,1989,22,NA,17,86,7.3
1989-05-23,8.2,23.6818,23,5,1989,19.6,NA,16.6,90,0.8
1989-05-24,69.3,17.2266,24,5,1989,19.2,13.4,15.9,92,2.6
1989-05-25,13.8,21.39,25,5,1989,17.4,12.6,15.7,91,3.5
1989-05-26,0.1,11.297,26,5,1989,19.8,12.2,15.5,89,4.5
1989-05-27,9.9,21.1798,27,5,1989,20.4,11,16.5,86,4.8
1989-05-28,4.7,5.8842,28,5,1989,19.6,10.8,NA,NA,4.1
1989-05-29,0,5.1202,29,5,1989,20.8,12.6,16.7,88,5.9
1989-05-30,0,5.7216,30,5,1989,23.2,13.4,18,82,8.5
1989-05-31,3.6,6.5994,31,5,1989,NA,NA,17.6,87,4.3
1989-06-01,14.9,8.2458,1,6,1989,21,NA,17.1,90,0.9
1989-06-02,6.1,12.8422,2,6,1989,18.6,NA,16.1,84,0.8
1989-06-03,5.6,8.3445,3,6,1989,17.4,NA,15.2,98,0.1
1989-06-04,1,17.1229,4,6,1989,21.6,11,16.4,88,9.4
1989-06-05,3.5,15.5645,5,6,1989,19.4,NA,16.3,90,1.7
1989-06-06,25.5,16.0907,6,6,1989,19.8,NA,16.2,89,7.6
1989-06-07,0,16.8404,7,6,1989,21.2,11.4,16,87,5.2
1989-06-08,24.7,14.0145,8,6,1989,21,12.2,16.9,88,8.4
1989-06-09,33.6,16.8981,9,6,1989,21.4,NA,16.7,88,9.1
1989-06-10,34.5,19.9548,10,6,1989,22,NA,NA,NA,9.8
1989-06-11,19.6,11.6494,11,6,1989,21.4,11.4,NA,NA,9
1989-06-12,6,8.0264,12,6,1989,20.4,12.6,NA,NA,6.4
1989-06-13,9.2,12.0674,13,6,1989,20,11.8,NA,NA,4.3
1989-06-14,3.4,11.2314,14,6,1989,22.6,12.4,NA,NA,5.6
1989-06-15,0,11.5101,15,6,1989,21.2,12.2,NA,NA,6
1989-06-16,0,0,16,6,1989,22.6,11.8,NA,NA,6.6
1989-06-17,2.9,0,17,6,1989,21.6,11,NA,NA,6.6
1989-06-18,34,12.8306,18,6,1989,NA,12.8,NA,NA,3.8
1989-06-19,2.6,29.3271,19,6,1989,NA,12.2,NA,NA,6.9
1989-06-20,0.2,6.4153,20,6,1989,21.2,13.4,NA,NA,6.7
1989-06-21,18.3,9.1252,21,6,1989,20.4,NA,NA,NA,5.3
1989-06-22,1.3,9.9607,22,6,1989,NA,NA,NA,NA,2.2
1989-06-23,26.7,12.4026,23,6,1989,NA,NA,NA,NA,0
1989-06-24,6.6,9.543,24,6,1989,20,12.2,NA,NA,6
1989-06-25,8.8,13.2059,25,6,1989,18.6,11.2,NA,NA,4
1989-06-26,12.4,17.7232,26,6,1989,20,12,NA,NA,7
1989-06-27,4.5,10.8348,27,6,1989,19.2,12.6,NA,NA,6.3
1989-06-28,0,11.373,28,6,1989,20.8,11.4,NA,NA,8.2
1989-06-29,15.9,6.2067,29,6,1989,NA,12.4,NA,NA,7.3
1989-06-30,6.4,11.2653,30,6,1989,NA,11.2,NA,NA,9
1989-07-01,0,4.3564,1,7,1989,NA,NA,NA,NA,6.5
1989-07-02,0.6,3.7764,2,7,1989,NA,NA,NA,NA,6.6
1989-07-03,0,3.21,3,7,1989,NA,NA,NA,NA,9.2
1989-07-04,4.1,2.7784,4,7,1989,NA,NA,NA,NA,9.2
1989-07-05,12,6.4874,5,7,1989,NA,NA,NA,NA,4.6
1989-07-06,0,8.3956,6,7,1989,22.4,12.4,NA,NA,5.9
1989-07-07,4.4,4.0524,7,7,1989,20,12.8,16.3,88,9.3
1989-07-08,10.7,6.7783,8,7,1989,NA,NA,15.3,92,6.8
1989-07-09,4.2,7.5415,9,7,1989,NA,NA,NA,NA,4.9
1989-07-10,0,4.3795,10,7,1989,21.6,11.2,16.2,84,7
1989-07-11,0,0,11,7,1989,20.6,10.6,16.1,88,8.5
1989-07-12,0,7.0612,12,7,1989,21.6,11,17,88,9.2
1989-07-13,0,0,13,7,1989,NA,10.2,NA,NA,10.1
1989-07-14,0,0,14,7,1989,NA,11.2,NA,NA,8.3
1989-07-15,0,0,15,7,1989,22.6,10,16.7,72,9.7
1989-07-16,0,16.4937,16,7,1989,22.2,11.8,NA,NA,1.8
1989-07-17,0,0,17,7,1989,22.4,10.4,16.9,81,6
1989-07-18,0,0,18,7,1989,22.8,11.2,17.4,80,8.9
1989-07-19,20,5.4979,19,7,1989,21.4,12.4,16.9,88,8.8
1989-07-20,0.6,16.4937,20,7,1989,NA,12.2,15.9,89,2.9
1989-07-21,3.1,0,21,7,1989,NA,13.2,16.1,89,3.1
1989-07-22,9,22.3213,22,7,1989,19.2,13.4,15.9,91,1.7
1989-07-23,14.6,14.8809,23,7,1989,20.4,12.8,NA,NA,6.2
1989-07-24,26.8,0,24,7,1989,19.8,13.4,NA,NA,1.9
1989-07-25,2.9,25.5101,25,7,1989,19.6,11.8,15.9,92,3.9
1989-07-26,0.6,14.5413,26,7,1989,19.8,12.6,15.7,90,3.4
1989-07-27,3.5,4.5517,27,7,1989,19,13,16.1,90,8.1
1989-07-28,2,4.5967,28,7,1989,21.4,12.6,NA,NA,6.9
1989-07-29,14.6,5.9187,29,7,1989,22.2,12,17,82,7.4
1989-07-30,1.1,6.0539,30,7,1989,NA,10.8,16.2,85,8
1989-07-31,2.1,7.3458,31,7,1989,21.4,13.6,17.8,87,7.8
1989-08-01,0.2,11.2956,1,8,1989,20.4,13,16.2,90,7.5
1989-08-02,0,10.0877,2,8,1989,NA,12.6,17.5,86,8.5
1989-08-03,33.5,0,3,8,1989,NA,12.2,16.5,81,8.1
1989-08-04,0,3.6564,4,8,1989,21.8,11,16.2,86,9.9
1989-08-05,31.5,7.8678,5,8,1989,21.6,10.6,16.5,87,7.7
1989-08-06,0.5,12.0595,6,8,1989,20.4,11.4,15.9,88,4.6
1989-08-07,0,7.6204,7,8,1989,21.8,9.8,16.7,84,7.4
1989-08-08,2.2,13.1693,8,8,1989,21.6,NA,16.6,86,8.8
1989-08-09,20.3,0,9,8,1989,20.6,NA,16.3,85,9.2
1989-08-10,37.8,15.6477,10,8,1989,20.4,12.4,16.1,89,6.8
1989-08-11,7.3,15.1446,11,8,1989,20,11,15.8,91,6.1
1989-08-12,1.8,4.2185,12,8,1989,22,13,17.4,82,7.3
1989-08-13,20.6,9.3016,13,8,1989,19.6,11.6,15.6,92,0.9
1989-08-14,1.6,8.7514,14,8,1989,20.2,12.4,16.5,88,6.7
1989-08-15,15.8,6.9959,15,8,1989,20.4,13.6,16.7,90,6.1
1989-08-16,2.4,20.1,16,8,1989,19.8,NA,16.3,91,0.6
1989-08-17,0,10.05,17,8,1989,NA,12.2,17.2,85,6.6
1989-08-18,1.2,15.075,18,8,1989,NA,NA,17.4,86,9.3
1989-08-19,17.8,5.7429,19,8,1989,21,NA,16.8,87,4.9
1989-08-20,22.6,5.7429,20,8,1989,20,12.4,16,91,7.8
1989-08-21,22.4,15.8116,21,8,1989,20.6,NA,16,88,8.5
1989-08-22,31.9,27.5991,22,8,1989,21.6,NA,16.5,NA,9.2
1989-08-23,17.3,12.6066,23,8,1989,18,13.6,15,93,0.3
1989-08-24,0.4,10.3986,24,8,1989,20,12,16,90,8.6
1989-08-25,35.5,9.6152,25,8,1989,21.6,11.6,17,81,7.2
1989-08-26,8.5,15.0067,26,8,1989,20,11.8,16,83,7.5
1989-08-27,1,8.7539,27,8,1989,21.6,11.6,16.4,85,6.3
1989-08-28,12.7,6.1085,28,8,1989,20.2,13.2,16.5,89,7.4
1989-08-29,10.6,8.5375,29,8,1989,18.2,NA,15.4,88,0.1
1989-08-30,0.8,21.5,30,8,1989,18.6,NA,15.2,89,2.9
1989-08-31,0,18.9267,31,8,1989,21,12.4,16.3,90,5.5
1989-09-01,0,5.4261,1,9,1989,21.4,13.4,16.9,81,4.7
1989-09-02,0.1,5.2853,2,9,1989,22,NA,NA,NA,8
1989-09-03,1.8,7.584,3,9,1989,22.4,NA,NA,NA,7.1
1989-09-04,1.3,7.4589,4,9,1989,20,13.2,16.6,86,3.7
1989-09-05,8.6,12.3689,5,9,1989,16.4,13.4,15.4,93,0.6
1989-09-06,17.2,36.0224,6,9,1989,20.4,11.8,15.9,87,3.7
1989-09-07,5.5,5.0239,7,9,1989,21.4,12.4,16.3,88,3.5
1989-09-08,8.8,4.904,8,9,1989,22.4,12.6,16.5,88,6.5
1989-09-09,9.4,5.3839,9,9,1989,20,NA,16,90,4.7
1989-09-10,0.3,8.3382,10,9,1989,20.2,NA,15.9,90,0.9
1989-09-11,17.2,0,11,9,1989,20,12.6,16.2,89,4.6
1989-09-12,22.9,30.8227,12,9,1989,21,11.2,16.3,86,7.8
1989-09-13,48.6,15.4113,13,9,1989,20.4,11.4,16.3,86,8.1
1989-09-14,0.6,15.4113,14,9,1989,17.4,11.6,15.1,91,0.2
1989-09-15,0,0,15,9,1989,21.6,12.2,17.3,84,8.3
1989-09-16,0,6.6242,16,9,1989,20.8,12.6,16.7,87,6.2
1989-09-17,23.7,9.9944,17,9,1989,19.4,11.6,16.1,92,4.8
1989-09-18,0.3,7.1181,18,9,1989,19,NA,14.8,92,5.7
1989-09-19,3.2,9.21,19,9,1989,19.6,NA,15.7,87,3
1989-09-20,1.3,9.1809,20,9,1989,17.4,12.8,15,95,0
1989-09-21,3.3,13.1313,21,9,1989,20.8,12.4,16.1,88,5.5
1989-09-22,15.5,12.0145,22,9,1989,17.2,12.8,14.9,93,0.5
1989-09-23,30,17.9833,23,9,1989,21.2,11.8,16.5,85,5.2
1989-09-24,16,10.5512,24,9,1989,21.6,11.6,16.3,89,6.9
1989-09-25,7.9,15.1722,25,9,1989,21.4,12,16.5,83,7.1
1989-09-26,8.8,7.1438,26,9,1989,19.2,12.8,15.7,89,3.3
1989-09-27,18.4,9.5719,27,9,1989,18.4,12,15.2,91,5.4
1989-09-28,11.6,8.2876,28,9,1989,17.6,12.2,15,90,1.7
1989-09-29,0,14.5083,29,9,1989,19.2,11.8,15.8,92,2.5
1989-09-30,0,6.301,30,9,1989,NA,12,17,88,6.8
1989-10-01,27,5.8964,1,10,1989,NA,12.2,16.6,88,8
1989-10-02,7.5,12.3949,2,10,1989,21,9.8,15.8,88,3
1989-10-03,0,5.3121,3,10,1989,20,12.8,15.7,91,0.9
1989-10-04,0.1,10.5179,4,10,1989,NA,11,16,83,5.2
1989-10-05,0.6,6.6224,5,10,1989,18,12.2,15.1,93,1.1
1989-10-06,14.7,0,6,10,1989,22,11.4,16.3,87,8.1
1989-10-07,36.9,9.3342,7,10,1989,22.2,NA,16.9,80,8.4
1989-10-08,3.7,14.0012,8,10,1989,21,NA,15.8,90,8.7
1989-10-09,3,17.045,9,10,1989,19.4,12.8,16.1,87,2.6
1989-10-10,18.6,18.8036,10,10,1989,20.2,11.2,15.6,91,5.1
1989-10-11,24.3,15.7464,11,10,1989,18,11.6,15.1,90,1.7
1989-10-12,0.3,16.5138,12,10,1989,18.8,12.2,15.6,93,5.7
1989-10-13,5,9.6324,13,10,1989,19.4,NA,15.6,91,2.7
1989-10-14,9,4.5877,14,10,1989,20,NA,16.3,89,5.2
1989-10-15,3,4.0789,15,10,1989,19.8,12.6,16,88,4.3
1989-10-16,9.5,13.9502,16,10,1989,21.2,11.8,16.4,91,6
1989-10-17,0.7,6.3966,17,10,1989,18.4,12.2,15.2,91,2.5
1989-10-18,15,7.4663,18,10,1989,19,12.8,16.2,90,2.1
1989-10-19,3,5.6762,19,10,1989,19.8,12.2,15.8,88,2.3
1989-10-20,15.7,7.4882,20,10,1989,22.4,11.8,17.1,88,7.3
1989-10-21,0,0,21,10,1989,21,13.6,16.8,87,4.6
1989-10-22,0,11.2277,22,10,1989,21.2,NA,NA,NA,8
1989-10-23,0,27.9939,23,10,1989,20,NA,16.4,90,1.9
1989-10-24,1.3,9.9041,24,10,1989,20.8,11.4,16.8,82,5.1
1989-10-25,NA,6.5253,25,10,1989,19.4,12.6,16,91,3.3
1989-10-26,NA,8.4117,26,10,1989,20,13.6,16.9,89,5.1
1989-10-27,4.8,11.0483,27,10,1989,18.8,13.4,16.5,94,0.8
1989-10-28,0,18.5498,28,10,1989,18.4,8.4,15.9,95,0.3
1989-10-29,1,22.8184,29,10,1989,20,12.2,16.5,88,2.3
1989-10-30,6.9,11.4406,30,10,1989,20.4,13.2,16.9,84,4.6
1989-10-31,25.3,7.0778,31,10,1989,22.4,13,17,87,5.9
1989-11-01,0,5.6157,1,11,1989,18.2,11.8,14.9,87,0.1
1989-11-02,1.7,10.2702,2,11,1989,20,10.8,15.4,90,4.1
1989-11-03,34.1,4.9243,3,11,1989,19.8,12.8,15.9,89,3.7
1989-11-04,2.4,17.2182,4,11,1989,19.4,13.6,16.4,90,4
1989-11-05,0,2.4622,5,11,1989,20.4,12.4,16.3,89,5.3
1989-11-06,19.9,0,6,11,1989,19.4,12.2,16.4,88,1.7
1989-11-07,0.6,0,7,11,1989,18.4,12.8,15.4,91,2.4
1989-11-08,0,16.613,8,11,1989,18.6,11.6,15,83,5
1989-11-09,1.6,12.0863,9,11,1989,19.6,10.8,15.4,85,5.6
1989-11-10,9.8,0,10,11,1989,19.2,11.4,15.3,88,2.7
1989-11-11,2.6,0,11,11,1989,17.6,12.2,13.9,NA,1.5
1989-11-12,10.5,0,12,11,1989,18.6,10.4,14.5,90,2.6
1989-11-13,0,4.4942,13,11,1989,19.2,12.2,15.8,90,4.2
1989-11-14,0.6,5.7952,14,11,1989,20.4,12.4,16.8,88,6.8
1989-11-15,0,5.2038,15,11,1989,21,13,17,86,4.8
1989-11-16,22.6,7.459,16,11,1989,21.2,12.6,17.4,89,5
1989-11-17,0.4,9.6339,17,11,1989,20.4,13,16.7,85,2.3
1989-11-18,5.5,8.9895,18,11,1989,21.6,14,17.1,93,3.8
1989-11-19,0,9.6983,19,11,1989,23,14.2,18.2,88,7.6
1989-11-20,2.9,9.3761,20,11,1989,22.6,NA,17.6,86,5
1989-11-21,0,13.0141,21,11,1989,18,12.4,15.4,94,0.3
1989-11-22,10.2,6.1296,22,11,1989,19.8,12,16.8,93,4.6
1989-11-23,3,13.9098,23,11,1989,22.2,NA,17.5,91,6.2
1989-11-24,0,2.9994,24,11,1989,20.2,NA,16.4,85,1.9
1989-11-25,7.6,5.8679,25,11,1989,19.6,NA,NA,NA,2.2
1989-11-26,0,13.201,26,11,1989,20.8,11.8,16.9,88,4.6
1989-11-27,1.3,7.3216,27,11,1989,22.6,13.4,NA,NA,6.6
1989-11-28,1.7,6.1013,28,11,1989,21.8,NA,17.3,91,6.1
1989-11-29,0.1,12.896,29,11,1989,18.4,NA,16.1,90,0.1
1989-11-30,NA,18.4426,30,11,1989,20.4,NA,16.7,89,3.6
1989-12-01,17.6,36.4679,1,12,1989,20,13.4,16.4,90,2.5
1989-12-02,0,3.2556,2,12,1989,18.2,12.6,15.9,86,0.4
1989-12-03,7.5,3.7446,3,12,1989,20.4,10.8,15.4,85,8
1989-12-04,3,5.0859,4,12,1989,17.6,13.8,15.1,90,1
1989-12-05,0.1,0,5,12,1989,19,12.4,15.6,90,1.5
1989-12-06,0,4.7735,6,12,1989,21.8,13.2,16.7,85,5.5
1989-12-07,0,4.5149,7,12,1989,21.2,11.8,17.1,86,7.8
1989-12-08,0,0,8,12,1989,22,12.4,17.6,86,6.6
1989-12-09,1.7,6.5038,9,12,1989,21,13.6,17.4,87,5.1
1989-12-10,6.9,9.4475,10,12,1989,19.6,14.4,NA,NA,1.7
1989-12-11,2.2,4.2559,11,12,1989,21.2,13.4,17.2,84,5
1989-12-12,2.8,6.0798,12,12,1989,20.8,12,17.2,89,5.1
1989-12-13,1.9,6.8686,13,12,1989,21,14,17.4,89,3.7
1989-12-14,0,3.6972,14,12,1989,NA,14.4,17.5,85,1.9
1989-12-15,0,2.777,15,12,1989,21.4,11.2,16.5,91,7.6
1989-12-16,0,2.0397,16,12,1989,21,NA,16.6,94,8.2
1989-12-17,0,0,17,12,1989,22.4,NA,17.3,86,7.1
1989-12-18,0,1.7224,18,12,1989,20.8,NA,16,91,6.1
1989-12-19,0,1.6953,19,12,1989,21.8,NA,17,85,8.1
1989-12-20,0,1.3236,20,12,1989,21.2,11,16.7,89,7.3
1989-12-21,12,0,21,12,1989,22.4,12,17.6,82,7.1
1989-12-22,0.3,4.6615,22,12,1989,21.4,12.4,17.1,90,7.1
1989-12-23,6,6.3304,23,12,1989,19.2,13,NA,NA,0.1
1989-12-24,0.2,10.3819,24,12,1989,NA,12.6,NA,NA,0.4
1989-12-25,5.5,25.8971,25,12,1989,19.2,12,16,93,1.6
1989-12-26,0,6.6006,26,12,1989,20.2,12.8,16.1,90,4
1989-12-27,1.9,4.2038,27,12,1989,21,11.4,16.2,86,5
1989-12-28,0,5.8047,28,12,1989,19,12.4,15.2,91,4.4
1989-12-29,0,4.7655,29,12,1989,19.8,10.4,15,87,4
1989-12-30,0,0,30,12,1989,20,12.2,15.4,87,6
1989-12-31,0,2.2844,31,12,1989,NA,10.4,NA,NA,3
1990-01-01,0,4.1014,1,1,1990,NA,NA,15.6,86,4.8
1990-01-02,12,4.8262,2,1,1990,NA,12.2,15.9,90,6
1990-01-03,0.1,3.2828,3,1,1990,19.4,12.4,15.4,90,1
1990-01-04,0,2.7456,4,1,1990,21.2,11,16.5,90,5.5
1990-01-05,0.4,2.541,5,1,1990,18.6,11.4,15.9,88,1.1
1990-01-06,2,4.5102,6,1,1990,19.8,12.2,16,89,4.9
1990-01-07,10.3,5.2735,7,1,1990,20,12.6,NA,NA,3.3
1990-01-08,0.8,4.4581,8,1,1990,18.4,13.2,15.7,91,0.1
1990-01-09,13.7,8.3439,9,1,1990,19.6,12.4,15.5,93,2.9
1990-01-10,6.5,9.1245,10,1,1990,19.8,13.4,16,94,2.2
1990-01-11,0.8,0,11,1,1990,20,13.2,16.3,89,2
1990-01-12,1.4,0,12,1,1990,17.2,13.6,NA,NA,0
1990-01-13,21.3,0,13,1,1990,20.8,12.4,16.3,89,6.2
1990-01-14,5.5,0,14,1,1990,21.2,12.6,NA,NA,6.6
1990-01-15,0,0,15,1,1990,22,12.4,16.6,90,5.1
1990-01-16,0.3,3.7065,16,1,1990,21.2,14.2,17.2,88,4.2
1990-01-17,2.5,0,17,1,1990,21.4,12.6,17.3,88,6.9
1990-01-18,0.3,11.1196,18,1,1990,20.2,14.2,16.1,93,1.1
1990-01-19,2.8,3.7065,19,1,1990,19.4,12.6,15.8,88,1.3
1990-01-20,0,0,20,1,1990,22,10.4,16.8,85,7.6
1990-01-21,21.2,0,21,1,1990,NA,12.2,17,88,4.8
1990-01-22,12.6,24.4843,22,1,1990,16.6,12.8,14.5,91,0.1
1990-01-23,0,0,23,1,1990,NA,9.6,16.9,83,9.3
1990-01-24,0,0,24,1,1990,23,11.4,16.9,86,4.7
1990-01-25,0.1,0,25,1,1990,24.4,11.8,18.1,84,8.5
1990-01-26,10,4.0045,26,1,1990,18.4,14.8,16,88,0.2
1990-01-27,0,0,27,1,1990,22.6,12.2,17.6,77,6.2
1990-01-28,0,4.0302,28,1,1990,21.6,11,NA,NA,9.1
1990-01-29,0,2.4465,29,1,1990,22,12.6,17.6,NA,7.3
1990-01-30,0,3.013,30,1,1990,21.4,14.8,17.5,89,1.7
1990-01-31,0,2.7169,31,1,1990,23.4,13.2,18.5,89,5
1990-02-01,0,0,1,2,1990,24.4,11.8,NA,NA,8.7
1990-02-02,1.5,8.7893,2,2,1990,21.2,13.4,17.6,94,2.1
1990-02-03,15.7,16.7145,3,2,1990,22.4,14.4,17.7,87,3
1990-02-04,8.2,12.8711,4,2,1990,18.2,14.2,16.3,93,1.8
1990-02-05,5,20.26,5,2,1990,20,NA,16.3,92,1.8
1990-02-06,0,21.7128,6,2,1990,20.6,NA,16.9,88,4.9
1990-02-07,0,0,7,2,1990,22.2,13.2,18,87,7.4
1990-02-08,45,7.2376,8,2,1990,22,14.8,18,90,3.7
1990-02-09,4.4,21.7128,9,2,1990,20.8,13.2,16.8,90,1.2
1990-02-10,19.6,7.2376,10,2,1990,21,13.6,16.8,94,6
1990-02-11,7.2,0,11,2,1990,19.8,14.2,16.5,91,3.1
1990-02-12,0,0,12,2,1990,19.4,13.6,16.3,90,0.1
1990-02-13,0,0,13,2,1990,20.4,12.8,16.7,93,3
1990-02-14,0.7,0,14,2,1990,20.8,13.8,17.1,92,5.3
1990-02-15,1.2,0,15,2,1990,20,14,16.7,89,2.2
1990-02-16,0,0,16,2,1990,NA,NA,16.6,89,7.7
1990-02-17,0,0,17,2,1990,NA,NA,16.5,85,6.1
1990-02-18,1.6,0,18,2,1990,18.6,11.2,15.1,87,2.3
1990-02-19,0,0,19,2,1990,20.6,NA,16,89,5.6
1990-02-20,0,0,20,2,1990,21.4,NA,16,88,4.2
1990-02-21,0,5.889,21,2,1990,21.8,11.2,17.1,82,8.3
1990-02-22,2.1,5.9519,22,2,1990,21.6,11.6,16.6,87,3.8
1990-02-23,0,11.5389,23,2,1990,20,13.4,16.8,89,1.6
1990-02-24,5.5,8.1665,24,2,1990,20.4,11.4,16.5,87,7.3
1990-02-25,36.9,4.0896,25,2,1990,21.4,13,NA,NA,5
1990-02-26,3.3,0,26,2,1990,16.6,NA,14.2,91,0
1990-02-27,0,0,27,2,1990,19.8,NA,15.6,86,5.8
1990-02-28,0.3,5.9586,28,2,1990,17,12.8,15.2,86,0
1990-03-01,0.8,0,1,3,1990,19,11.6,15.6,86,5
1990-03-02,5.5,0,2,3,1990,20.4,11.8,15.7,90,7.2
1990-03-03,0.2,0,3,3,1990,18.8,13,15.6,90,0
1990-03-04,1,0,4,3,1990,20.4,14,16.3,87,4.5
1990-03-05,0,0,5,3,1990,20.2,NA,16.1,88,1.8
1990-03-06,16.9,0,6,3,1990,23.2,NA,17.5,85,8.4
1990-03-07,0.2,6.7047,7,3,1990,NA,13.2,17.4,89,6.8
1990-03-08,0,6.2283,8,3,1990,NA,14.6,17.5,88,0.3
1990-03-09,0,6.7558,9,3,1990,NA,NA,18,85,8.2
1990-03-10,0.8,5.8879,10,3,1990,NA,NA,NA,NA,7.3
1990-03-11,0,6.408,11,3,1990,23,13.8,NA,NA,1.4
1990-03-12,0,0,12,3,1990,24.8,12.4,18.1,87,7.1
1990-03-13,0,0,13,3,1990,25,NA,18.8,87,6
1990-03-14,0.2,4.806,14,3,1990,21.4,NA,17.7,86,2.5
1990-03-15,9,7.3234,15,3,1990,20.4,15,17,89,0.7
1990-03-16,0,10.2243,16,3,1990,22.8,13,18.1,85,3.7
1990-03-17,33,11.8484,17,3,1990,22,12.4,17.3,86,6.9
1990-03-18,0,10.5172,18,3,1990,19.4,12.2,16.2,93,0.5
1990-03-19,4.7,9.319,19,3,1990,21.2,12.4,17,91,7.1
1990-03-20,3,7.5351,20,3,1990,22.2,14.2,17.3,92,4.1
1990-03-21,10,14.3687,21,3,1990,18,14,NA,NA,0
1990-03-22,0.2,0,22,3,1990,22.8,NA,17.6,85,6.6
1990-03-23,14,15.0871,23,3,1990,19.6,14.6,17,91,0
1990-03-24,0,5.7475,24,3,1990,21,13.6,17.1,86,2.1
1990-03-25,1,5.029,25,3,1990,18.4,14.2,16.1,95,0
1990-03-26,15,14.8003,26,3,1990,NA,13.8,NA,NA,0.5
